targetTaxonName	sourceTaxonName	authors_source	Year	Journal
Sminthopsis macroura	Canis lupus	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Sminthopsis macroura	Vulpes vulpes	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Sminthopsis youngsoni	Canis lupus	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Sminthopsis youngsoni	Vulpes vulpes	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Tachyglossus aculeatus	Canis lupus	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Varanus gouldii	Canis lupus	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Vulpes vulpes	Vulpes vulpes	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Vulpes vulpes	Canis lupus	Spencer, Crowther and Dickman	2014	Journal of Mammalogy
Dasycercus cristicauda	Canis lupus	Vernes et al	2020	Journal of Arid Environments
Dasycercus cristicauda	Felis catus	Vernes et al	2020	Journal of Arid Environments
Dromaius novaehollandiae	Canis lupus	Vernes et al	2020	Journal of Arid Environments
Macropus robustus	Felis catus	Vernes et al	2020	Journal of Arid Environments
Austronomus australis	Felis catus	Woinarski et al	2018	Australian Mammalogy
Corvus coronoides	Felis catus	Woinarski et al	2018	Australian Mammalogy
Dromaius novaehollandiae	Vulpes vulpes	Woinarski et al	20018	Australian Mammalogy
Eurostopodus argus	Felis catus	Woinarski et al	2018	Australian Mammalogy
Lucasium stenodactylum	Vulpes vulpes	Woinarski et al	20018	Australian Mammalogy
Nephrurus levis	Vulpes vulpes	Woinarski et al	20018	Australian Mammalogy
Planigale gilesi	Felis catus	Woinarski et al	2018	Australian Mammalogy
Sminthopsis crassicaudata	Vulpes vulpes	Woinarski et al	20018	Australian Mammalogy
